Module	Section	Sample Name	Source
QUAST	all_sections	GCF_000166655.1_ASM16665v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000166655.1_ASM16665v1_genomic/report.tsv
QUAST	all_sections	URI44H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI44H/report.tsv
QUAST	all_sections	UCT109H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT109H/report.tsv
QUAST	all_sections	URI40H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI40H/report.tsv
QUAST	all_sections	URI117H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI117H/report.tsv
QUAST	all_sections	URI47H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI47H/report.tsv
QUAST	all_sections	GCA_002151485.1_ASM215148v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_002151485.1_ASM215148v1_genomic/report.tsv
QUAST	all_sections	B500PP	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/B500PP/report.tsv
QUAST	all_sections	GCA_030445005.1_ASM3044500v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_030445005.1_ASM3044500v1_genomic/report.tsv
QUAST	all_sections	GCA_040790805.1_ASM4079080v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790805.1_ASM4079080v1_genomic/report.tsv
QUAST	all_sections	URI86H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI86H/report.tsv
QUAST	all_sections	GCA_024662195.1_ASM2466219v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_024662195.1_ASM2466219v1_genomic/report.tsv
QUAST	all_sections	GCA_040790755.1_ASM4079075v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790755.1_ASM4079075v1_genomic/report.tsv
QUAST	all_sections	GCA_040790795.1_ASM4079079v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790795.1_ASM4079079v1_genomic/report.tsv
QUAST	all_sections	GCF_040790715.1_ASM4079071v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040790715.1_ASM4079071v1_genomic/report.tsv
QUAST	all_sections	ESI36H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/ESI36H/report.tsv
QUAST	all_sections	GCF_040790755.1_ASM4079075v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040790755.1_ASM4079075v1_genomic/report.tsv
QUAST	all_sections	URI36H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI36H/report.tsv
QUAST	all_sections	UNY208P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY208P/report.tsv
QUAST	all_sections	GCA_030439605.1_ASM3043960v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_030439605.1_ASM3043960v1_genomic/report.tsv
QUAST	all_sections	GCA_040790745.1_ASM4079074v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790745.1_ASM4079074v1_genomic/report.tsv
QUAST	all_sections	GCA_040790765.1_ASM4079076v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790765.1_ASM4079076v1_genomic/report.tsv
QUAST	all_sections	GCF_040790745.1_ASM4079074v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040790745.1_ASM4079074v1_genomic/report.tsv
QUAST	all_sections	ESI26H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/ESI26H/report.tsv
QUAST	all_sections	UCT31H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT31H/report.tsv
QUAST	all_sections	GCA_032595755.1_ASM3259575v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_032595755.1_ASM3259575v1_genomic/report.tsv
QUAST	all_sections	GCF_040790805.1_ASM4079080v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040790805.1_ASM4079080v1_genomic/report.tsv
QUAST	all_sections	GCA_040790785.1_ASM4079078v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790785.1_ASM4079078v1_genomic/report.tsv
QUAST	all_sections	GCA_040790735.1_ASM4079073v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790735.1_ASM4079073v1_genomic/report.tsv
QUAST	all_sections	ESI403H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/ESI403H/report.tsv
QUAST	all_sections	URI56H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI56H/report.tsv
QUAST	all_sections	GCF_000008685.2_ASM868v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000008685.2_ASM868v2_genomic/report.tsv
QUAST	all_sections	GCF_002442595.2_ASM244259v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_002442595.2_ASM244259v2_genomic/report.tsv
QUAST	all_sections	UCT95H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT95H/report.tsv
QUAST	all_sections	GCA_032595515.1_ASM3259551v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_032595515.1_ASM3259551v1_genomic/report.tsv
QUAST	all_sections	XYZ459H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/XYZ459H/report.tsv
QUAST	all_sections	UCT30H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT30H/report.tsv
QUAST	all_sections	GCA_040819585.1_PFhe_I_PB_Ill_cons_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040819585.1_PFhe_I_PB_Ill_cons_genomic/report.tsv
QUAST	all_sections	GCF_040790735.1_ASM4079073v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040790735.1_ASM4079073v1_genomic/report.tsv
QUAST	all_sections	GCA_003367295.1_ASM336729v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_003367295.1_ASM336729v1_genomic/report.tsv
QUAST	all_sections	GCA_040790715.1_ASM4079071v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_040790715.1_ASM4079071v1_genomic/report.tsv
QUAST	all_sections	GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040819585.1_PFhe_I_PB_Ill_cons_genomic/report.tsv
QUAST	all_sections	GCA_038801875.1_ASM3880187v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_038801875.1_ASM3880187v1_genomic/report.tsv
QUAST	all_sections	URI103H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI103H/report.tsv
QUAST	all_sections	UCT29H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT29H/report.tsv
QUAST	all_sections	UNY1128P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY1128P/report.tsv
QUAST	all_sections	URI112H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI112H/report.tsv
QUAST	all_sections	GCA_032595375.1_ASM3259537v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_032595375.1_ASM3259537v1_genomic/report.tsv
QUAST	all_sections	UNY1032P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY1032P/report.tsv
QUAST	all_sections	UWI248P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UWI248P/report.tsv
QUAST	all_sections	UNY203P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY203P/report.tsv
QUAST	all_sections	UCT96H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT96H/report.tsv
QUAST	all_sections	GCF_019134655.1_ASM1913465v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_019134655.1_ASM1913465v1_genomic/report.tsv
QUAST	all_sections	ESI425H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/ESI425H/report.tsv
QUAST	all_sections	UCT32H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT32H/report.tsv
QUAST	all_sections	UNY990P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY990P/report.tsv
QUAST	all_sections	UNY193P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY193P/report.tsv
QUAST	all_sections	UCT113H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT113H/report.tsv
QUAST	all_sections	GCA_030439665.1_ASM3043966v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_030439665.1_ASM3043966v1_genomic/report.tsv
QUAST	all_sections	GCF_000172315.2_ASM17231v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000172315.2_ASM17231v2_genomic/report.tsv
QUAST	all_sections	GCF_000181855.2_ASM18185v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000181855.2_ASM18185v2_genomic/report.tsv
QUAST	all_sections	URI93H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI93H/report.tsv
QUAST	all_sections	GCF_024662155.1_ASM2466215v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_024662155.1_ASM2466215v1_genomic/report.tsv
QUAST	all_sections	UNY169P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY169P/report.tsv
QUAST	all_sections	GCA_030445065.1_ASM3044506v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_030445065.1_ASM3044506v1_genomic/report.tsv
QUAST	all_sections	GCA_030444985.1_ASM3044498v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_030444985.1_ASM3044498v1_genomic/report.tsv
QUAST	all_sections	GCF_000172335.2_ASM17233v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000172335.2_ASM17233v2_genomic/report.tsv
QUAST	all_sections	UWI283P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UWI283P/report.tsv
QUAST	all_sections	UNY1090P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY1090P/report.tsv
QUAST	all_sections	GCA_030440345.1_ASM3044034v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_030440345.1_ASM3044034v1_genomic/report.tsv
QUAST	all_sections	UNY1083P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY1083P/report.tsv
QUAST	all_sections	URI102H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI102H/report.tsv
QUAST	all_sections	B418PP	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/B418PP/report.tsv
QUAST	all_sections	GCF_019464575.1_ASM1946457v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_019464575.1_ASM1946457v1_genomic/report.tsv
QUAST	all_sections	URI41H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI41H/report.tsv
QUAST	all_sections	B331PP	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/B331PP/report.tsv
QUAST	all_sections	GCA_019134655.1_ASM1913465v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCA_019134655.1_ASM1913465v1_genomic/report.tsv
QUAST	all_sections	UNY172P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY172P/report.tsv
QUAST	all_sections	GCF_040790775.1_ASM4079077v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_040790775.1_ASM4079077v1_genomic/report.tsv
QUAST	all_sections	GCF_000021405.1_ASM2140v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000021405.1_ASM2140v1_genomic/report.tsv
QUAST	all_sections	GCF_000181555.2_ASM18155v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000181555.2_ASM18155v2_genomic/report.tsv
QUAST	all_sections	GCF_000166635.1_ASM16663v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000166635.1_ASM16663v1_genomic/report.tsv
QUAST	all_sections	UNY149P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY149P/report.tsv
QUAST	all_sections	GCF_024662195.1_ASM2466219v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_024662195.1_ASM2466219v1_genomic/report.tsv
QUAST	all_sections	UCT92H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT92H/report.tsv
QUAST	all_sections	URI118H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI118H/report.tsv
QUAST	all_sections	UCT50H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT50H/report.tsv
QUAST	all_sections	URI101H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI101H/report.tsv
QUAST	all_sections	UNY1085P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY1085P/report.tsv
QUAST	all_sections	URI46H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI46H/report.tsv
QUAST	all_sections	URI48H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI48H/report.tsv
QUAST	all_sections	GCF_002151485.1_ASM215148v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_002151485.1_ASM215148v1_genomic/report.tsv
QUAST	all_sections	GCF_000171735.2_ASM17173v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_000171735.2_ASM17173v2_genomic/report.tsv
QUAST	all_sections	GCF_003367295.1_ASM336729v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_003367295.1_ASM336729v1_genomic/report.tsv
QUAST	all_sections	GCF_024662175.1_ASM2466217v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/GCF_024662175.1_ASM2466217v1_genomic/report.tsv
QUAST	all_sections	URI111H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/URI111H/report.tsv
QUAST	all_sections	K89HH	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/K89HH/report.tsv
QUAST	all_sections	UCT124H	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UCT124H/report.tsv
QUAST	all_sections	UNY1038P	/home/mf019/longread_pangenome/expanded_dataset_analysis/reports/quast/UNY1038P/report.tsv
Bakta	all_sections	GCA_030439625.1_ASM3043962v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCA_030439625.1_ASM3043962v1_genomic/GCA_030439625.1_ASM3043962v1_genomic.txt
Bakta	all_sections	GCA_032595535.1_ASM3259553v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCA_032595535.1_ASM3259553v1_genomic/GCA_032595535.1_ASM3259553v1_genomic.txt
Bakta	all_sections	GCF_040790765.1_ASM4079076v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790765.1_ASM4079076v1_genomic/GCF_040790765.1_ASM4079076v1_genomic.txt
Bakta	all_sections	GCF_002151465.1_ASM215146v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_002151465.1_ASM215146v1_genomic/GCF_002151465.1_ASM215146v1_genomic.txt
Bakta	all_sections	GCA_030445025.1_ASM3044502v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCA_030445025.1_ASM3044502v1_genomic/GCA_030445025.1_ASM3044502v1_genomic.txt
Bakta	all_sections	GCA_002151465.1_ASM215146v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_002151465.1_ASM215146v1_genomic/GCA_002151465.1_ASM215146v1_genomic.txt
Bakta	all_sections	GCA_002442595.2_ASM244259v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_002442595.2_ASM244259v2_genomic/GCA_002442595.2_ASM244259v2_genomic.txt
Bakta	all_sections	GCA_024662155.1_ASM2466215v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_024662155.1_ASM2466215v1_genomic/GCA_024662155.1_ASM2466215v1_genomic.txt
Bakta	all_sections	GCA_019464575.1_ASM1946457v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_019464575.1_ASM1946457v1_genomic/GCA_019464575.1_ASM1946457v1_genomic.txt
Bakta	all_sections	GCA_040790775.1_ASM4079077v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790775.1_ASM4079077v1_genomic/GCA_040790775.1_ASM4079077v1_genomic.txt
Bakta	all_sections	GCF_002151505.1_ASM215150v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_002151505.1_ASM215150v1_genomic/GCF_002151505.1_ASM215150v1_genomic.txt
Bakta	all_sections	GCF_040790795.1_ASM4079079v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790795.1_ASM4079079v1_genomic/GCF_040790795.1_ASM4079079v1_genomic.txt
Bakta	all_sections	GCF_040790785.1_ASM4079078v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCF_040790785.1_ASM4079078v1_genomic/GCF_040790785.1_ASM4079078v1_genomic.txt
Bakta	all_sections	GCA_002151505.1_ASM215150v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_002151505.1_ASM215150v1_genomic/GCA_002151505.1_ASM215150v1_genomic.txt
Bakta	all_sections	GCA_024662175.1_ASM2466217v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_024662175.1_ASM2466217v1_genomic/GCA_024662175.1_ASM2466217v1_genomic.txt
Bakta	all_sections	GCA_002151485.1_ASM215148v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_002151485.1_ASM215148v1_genomic/GCA_002151485.1_ASM215148v1_genomic.txt
Bakta	all_sections	GCA_030445005.1_ASM3044500v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCA_030445005.1_ASM3044500v1_genomic/GCA_030445005.1_ASM3044500v1_genomic.txt
Bakta	all_sections	GCA_040790805.1_ASM4079080v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_040790805.1_ASM4079080v1_genomic/GCA_040790805.1_ASM4079080v1_genomic.txt
Bakta	all_sections	GCA_024662195.1_ASM2466219v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/GCA_024662195.1_ASM2466219v1_genomic/GCA_024662195.1_ASM2466219v1_genomic.txt
Bakta	all_sections	GCF_000172295.2_ASM17229v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000172295.2_ASM17229v2_genomic/GCF_000172295.2_ASM17229v2_genomic.txt
Bakta	all_sections	GCF_000181715.2_ASM18171v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000181715.2_ASM18171v2_genomic/GCF_000181715.2_ASM18171v2_genomic.txt
Bakta	all_sections	URI45H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI45H/URI45H.txt
Bakta	all_sections	URI87H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI87H/URI87H.txt
Bakta	all_sections	URI34H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI34H/URI34H.txt
Bakta	all_sections	URI88H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI88H/URI88H.txt
Bakta	all_sections	URI33H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI33H/URI33H.txt
Bakta	all_sections	UCT110H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT110H/UCT110H.txt
Bakta	all_sections	URI39H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI39H/URI39H.txt
Bakta	all_sections	URI91H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI91H/URI91H.txt
Bakta	all_sections	GCF_000181575.2_ASM18157v2_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000181575.2_ASM18157v2_genomic/GCF_000181575.2_ASM18157v2_genomic.txt
Bakta	all_sections	UCT35H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT35H/UCT35H.txt
Bakta	all_sections	UWI247P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UWI247P/UWI247P.txt
Bakta	all_sections	URI120H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI120H/URI120H.txt
Bakta	all_sections	URI107H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI107H/URI107H.txt
Bakta	all_sections	UWI263P	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UWI263P/UWI263P.txt
Bakta	all_sections	URI89H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI89H/URI89H.txt
Bakta	all_sections	URI42H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI42H/URI42H.txt
Bakta	all_sections	GCF_000166655.1_ASM16665v1_genomic	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/GCF_000166655.1_ASM16665v1_genomic/GCF_000166655.1_ASM16665v1_genomic.txt
Bakta	all_sections	URI44H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI44H/URI44H.txt
Bakta	all_sections	UCT109H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/UCT109H/UCT109H.txt
Bakta	all_sections	URI40H	/home/mf019/longread_pangenome/expanded_dataset_analysis/assemblies/all/URI40H/URI40H.txt
