ID	group	gene	percent_ident	alignment_length	E-score
DMPBEC_01120	serS	gene-BB_RS01120	99.922	1278	0.0
DMPBEC_01125	DUF3298 domain-containing protein	gene-BB_RS01125	99.715	702	0.0
DMPBEC_01130	cym1	gene-BB_RS01130	99.794	2916	0.0
DMPBEC_01135	rpmE2	gene-BB_RS01135	98.78	246	4.1e-121
DMPBEC_01140	rho	gene-BB_RS01140	99.612	1548	0.0
DMPBEC_01145	group_3386	gene-BB_RS01145	99.755	408	0.0
DMPBEC_01150	hbb	gene-BB_RS01150	99.388	327	1.4e-166
DMPBEC_01155	rpsT	gene-BB_RS01155	99.225	258	3.09e-129
DMPBEC_01160	Membrane associated protein	gene-BB_RS01160	99.517	828	0.0
DMPBEC_01165	ychF	gene-BB_RS01165	99.729	1107	0.0
DMPBEC_01170	yncE	gene-BB_RS01170	99.302	2007	0.0
DMPBEC_01175	lnt	gene-BB_RS01175	98.978	1566	0.0
DMPBEC_01175	lnt	gene-BB_RS01180	98.361	61	1.47e-22
DMPBEC_01180	group_3536	gene-BB_RS01180	99.481	771	0.0
DMPBEC_01180	group_3536	gene-BB_RS01175	98.361	61	7.13e-23
DMPBEC_01185	dck	gene-BB_RS01185	99.502	603	0.0
DMPBEC_01190	glpF	gene-BB_RS01190	99.869	765	0.0
DMPBEC_01195	glpK	gene-BB_RS01195	99.668	1506	0.0
DMPBEC_01200	glpA	gene-BB_RS01200	99.488	1563	0.0
DMPBEC_01205	yaaR	gene-BB_RS01205	100.0	495	0.0
DMPBEC_01210	group_3491	gene-BB_RS01210	99.82	555	0.0
DMPBEC_01215	group_3172	gene-BB_RS01215	99.708	1026	0.0
DMPBEC_01220	rdgB	gene-BB_RS01220	99.67	606	0.0
DMPBEC_01225	pepF	gene-BB_RS01225	99.492	1773	0.0
DMPBEC_01230	pcs	gene-BB_RS01230	100.0	705	0.0
DMPBEC_01235	dedA	gene-BB_RS01235	100.0	615	0.0
DMPBEC_01245	leuS	gene-BB_RS01245	99.881	2523	0.0
DMPBEC_01250	mMPL	gene-BB_RS01250	99.87	2304	0.0
DMPBEC_01255	lon	gene-BB_RS01255	99.793	2421	0.0
DMPBEC_01255	lon	gene-BB_RS03095	67.325	456	4.7e-31
DMPBEC_01260	recJ	gene-BB_RS01260	99.671	2127	0.0
DMPBEC_01265	nlpD	gene-BB_RS01265	99.894	945	0.0
DMPBEC_01270	rpsU	gene-BB_RS01270	100.0	210	5.46e-106
DMPBEC_01275	ftsK	gene-BB_RS01275	99.492	2364	0.0
DMPBEC_01280	uppP	gene-BB_RS01280	99.875	801	0.0
DMPBEC_01285	mltE	gene-BB_RS01285	99.768	2154	0.0
DMPBEC_01285	mltE	gene-BB_RS01290	100.0	47	1.94e-16
DMPBEC_01290	group_1299	gene-BB_RS01290	99.607	1017	0.0
DMPBEC_01295	tPR	gene-BB_RS01295	99.928	1383	0.0
DMPBEC_01300	lysM	gene-BB_RS01300	99.761	1254	0.0
DMPBEC_01305	group_3383	gene-BB_RS01305	100.0	507	0.0
DMPBEC_01310	dnaK	gene-BB_RS01310	99.864	1470	0.0
DMPBEC_01315	Uncharacterized protein BB_0265	gene-BB_RS01315	100.0	522	0.0
DMPBEC_01320	Uncharacterized protein BB_0266	gene-BB_RS01320	99.34	303	1.37e-153
DMPBEC_01325	fapA	gene-BB_RS01325	99.895	1905	0.0
DMPBEC_01330	hfq	gene-BB_RS01330	100.0	480	0.0
DMPBEC_01335	group_3116	gene-BB_RS01335	100.0	888	0.0
DMPBEC_01340	flhF	gene-BB_RS01340	99.914	1167	0.0
DMPBEC_01345	flhA	gene-BB_RS01345	100.0	2091	0.0
DMPBEC_01350	flhB	gene-BB_RS01350	99.821	1119	0.0
DMPBEC_01355	fliR	gene-BB_RS01355	100.0	789	0.0
DMPBEC_01360	fliQ	gene-BB_RS01360	100.0	264	3.39e-135
DMPBEC_01365	fliP	gene-BB_RS01365	100.0	765	0.0
DMPBEC_01370	fliZ	gene-BB_RS01370	99.681	627	0.0
DMPBEC_01375	fliN	gene-BB_RS01375	100.0	342	2.04e-177
DMPBEC_01380	fliM	gene-BB_RS01380	100.0	1059	0.0
DMPBEC_01385	fliL	gene-BB_RS01385	100.0	537	0.0
DMPBEC_01390	motB	gene-BB_RS01390	100.0	783	0.0
DMPBEC_01395	motA	gene-BB_RS01395	100.0	783	0.0
DMPBEC_01400	swrD	gene-BB_RS01400	100.0	225	4.2399999999999996e-114
DMPBEC_01405	flgE	gene-BB_RS01405	99.699	1329	0.0
DMPBEC_01410	flgD	gene-BB_RS01410	100.0	444	0.0
DMPBEC_01415	fliK	gene-BB_RS01415	99.321	1179	0.0
DMPBEC_01420	group_3289	gene-BB_RS01420	99.191	618	0.0
DMPBEC_01425	group_1391	gene-BB_RS01425	99.537	432	0.0
DMPBEC_01430	fliI	gene-BB_RS01430	99.542	1311	0.0
DMPBEC_01435	fliH	gene-BB_RS01435	99.457	921	0.0
DMPBEC_01440	group_2784	gene-BB_RS01440	100.0	1035	0.0
DMPBEC_01445	fliF	gene-BB_RS01445	100.0	1710	0.0
DMPBEC_01450	fliE	gene-BB_RS01450	100.0	333	1.5199999999999998e-172
DMPBEC_01455	flgC	gene-BB_RS01455	100.0	459	0.0
DMPBEC_01460	flgB	gene-BB_RS01460	99.51	408	0.0
DMPBEC_01465	hslU	gene-BB_RS01465	98.07	1347	0.0
DMPBEC_01470	hslV	gene-BB_RS01470	99.454	549	0.0
DMPBEC_01475	dprA	gene-BB_RS01475	99.365	945	0.0
DMPBEC_01480	TPR repeat-containing protein BB_0298	gene-BB_RS01480	99.567	693	0.0
DMPBEC_01485	ftsZ	gene-BB_RS01485	99.167	1200	0.0
DMPBEC_01490	ftsA	gene-BB_RS01490	100.0	1242	0.0
DMPBEC_01495	ftsQ	gene-BB_RS01495	99.866	744	0.0
DMPBEC_01500	ftsW	gene-BB_RS01500	99.906	1059	0.0
DMPBEC_01505	mraY	gene-BB_RS01505	99.905	1056	0.0
DMPBEC_01510	murF	gene-BB_RS01510	99.569	1392	0.0
DMPBEC_01515	ftsL	gene-BB_RS01515	100.0	282	6.16e-145
DMPBEC_01520	rsmH	gene-BB_RS01520	99.551	891	0.0
DMPBEC_01525	group_3599	gene-BB_RS01525	99.642	837	0.0
DMPBEC_01530	group_3451	gene-BB_RS01530	99.443	1077	0.0
DMPBEC_01535	group_3253	gene-BB_RS01535	99.605	759	0.0
DMPBEC_01540	nadK	gene-BB_RS01540	99.881	840	0.0
DMPBEC_01545	cheW	gene-BB_RS01545	100.0	531	0.0
DMPBEC_01550	rlmE	gene-BB_RS01550	99.655	579	0.0
DMPBEC_01555	ispA	gene-BB_RS01555	99.713	1044	0.0
DMPBEC_01560	group_2773	gene-BB_RS01560	100.0	687	0.0
DMPBEC_01565	group_2811	gene-BB_RS01565	99.752	807	0.0
DMPBEC_01570	nupP	gene-BB_RS01570	99.25	933	0.0
DMPBEC_01575	mglA	gene-BB_RS01575	99.452	1461	0.0
DMPBEC_01580	nupN	gene-BB_RS01580	99.905	1053	0.0
DMPBEC_01585	group_3655	gene-BB_RS01590	100.0	1029	0.0
DMPBEC_01590	xkdP	gene-BB_RS01595	100.0	1134	0.0
DMPBEC_01595	bamD	gene-BB_RS01600	99.444	360	0.0
DMPBEC_01600	VWFA domain-containing protein	gene-BB_RS01605	99.73	1110	0.0
DMPBEC_01605	group_3224	gene-BB_RS01610	99.821	2796	0.0
DMPBEC_01610	Glycerol-3-phosphate O-acyltransferase	gene-BB_RS01615	99.889	897	0.0
DMPBEC_01615	group_1677	gene-BB_RS01620	94.466	1572	0.0
DMPBEC_01615	group_1677	gene-BB_RS01625	68.978	1399	5.47e-142
DMPBEC_01615	group_1677	gene-BB_RS05550	68.505	1378	2.65e-133
DMPBEC_01615	group_1677	gene-BB_RS01630	67.037	1532	1.4700000000000001e-117
DMPBEC_01615	group_1677	gene-BB_RS05245	65.596	747	1.06e-30
DMPBEC_01620	group_1392	gene-BB_RS01625	97.858	1587	0.0
DMPBEC_01620	group_1392	gene-BB_RS05550	73.155	1382	0.0
DMPBEC_01620	group_1392	gene-BB_RS01630	69.68	1438	9.329999999999999e-171
DMPBEC_01620	group_1392	gene-BB_RS01620	70.105	1425	2.0600000000000002e-166
DMPBEC_01620	group_1392	gene-BB_RS05245	67.079	1133	8.22e-83
DMPBEC_01625	oppA	gene-BB_RS01630	99.2	1626	0.0
DMPBEC_01625	oppA	gene-BB_RS01625	69.309	1476	7.36e-166
DMPBEC_01625	oppA	gene-BB_RS05550	68.891	1379	2.11e-147
DMPBEC_01625	oppA	gene-BB_RS01620	67.348	1516	2.93e-120
DMPBEC_01625	oppA	gene-BB_RS05245	65.511	1154	4.37e-61
DMPBEC_01630	dppB	gene-BB_RS01635	99.891	921	0.0
DMPBEC_01635	dppC	gene-BB_RS01640	99.81	1050	0.0
DMPBEC_01640	dppD	gene-BB_RS01645	99.885	873	0.0
DMPBEC_01645	gsiA	gene-BB_RS01650	100.0	972	0.0
DMPBEC_01650	P26	gene-BB_RS01655	99.863	732	0.0
DMPBEC_01655	eno	gene-BB_RS01660	99.616	1302	0.0
DMPBEC_01660	rpsI	gene-BB_RS01665	99.757	411	0.0
DMPBEC_01665	rplM	gene-BB_RS01670	100.0	441	0.0
DMPBEC_01670	Uncharacterized protein BB_0340	gene-BB_RS01675	98.765	810	0.0
DMPBEC_01675	gatB	gene-BB_RS01680	99.863	1458	0.0
DMPBEC_01680	gatA	gene-BB_RS01685	99.516	1446	0.0
DMPBEC_01685	gatC	gene-BB_RS01690	100.0	276	1.0899999999999999e-141
DMPBEC_01690	uvrD	gene-BB_RS01695	99.809	2097	0.0
DMPBEC_01690	uvrD	gene-BB_RS03050	81.944	72	4.08e-12
DMPBEC_01695	BB_0345 family helix-turn-helix protein	gene-BB_RS01700	99.749	1197	0.0
DMPBEC_01700	group_2541	gene-BB_RS01705	100.0	651	0.0
DMPBEC_01705	rqcH	gene-BB_RS01710	99.93	1419	0.0
DMPBEC_01710	pyk	gene-BB_RS01715	99.791	1434	0.0
DMPBEC_01715	amrB	gene-BB_RS01720	99.865	741	0.0
DMPBEC_01720	rpmB	gene-BB_RS01725	100.0	279	2.59e-143
DMPBEC_01725	group_2992	gene-BB_RS01730	99.872	1566	0.0
DMPBEC_01730	group_3395	gene-BB_RS01735	99.465	1122	0.0
DMPBEC_01735	Permease	gene-BB_RS01740	99.889	1800	0.0
DMPBEC_01740	LptF/LptG family permease	gene-BB_RS01745	99.895	951	0.0
DMPBEC_01745	cdnL	gene-BB_RS01750	100.0	489	0.0
